id_klienta,imie,nazwisko,email,data_rejestracji,miasto,kraj,segment,dni_od_rejestracji
K000757,Anna,Wójcik,user757@example.com,2023-02-17 10:22:42.162162160,Warszawa,Polska,VIP,131
K000758,Piotr,Kowalski,user758@example.com,2023-02-17 23:28:17.297297296,Warszawa,Polska,Standard,131
K000759,Jan,Nowak,user759@example.com,2023-02-18 12:33:52.432432432,Warszawa,Polska,Standard,130
K000760,Michał,Lewandowski,user760@example.com,2023-02-19 01:39:27.567567564,Gdańsk,Polska,Standard,129
K000761,Maria,Kowalski,user761@example.com,2023-02-19 14:45:02.702702700,Poznań,Polska,Standard,129
K000762,Anna,Kamiński,user762@example.com,2023-02-20 03:50:37.837837836,Łódź,Polska,Standard,128
K000763,Tomasz,Kowalski,user763@example.com,2023-02-20 16:56:12.972972972,Kraków,Polska,Premium,128
K000764,Anna,Wójcik,user764@example.com,2023-02-21 06:01:48.108108108,Gdańsk,Polska,Standard,127
K000765,Tomasz,Wójcik,user765@example.com,2023-02-21 19:07:23.243243240,Gdańsk,Polska,Standard,127
K000766,Piotr,Wiśniewski,user766@example.com,2023-02-22 08:12:58.378378376,Łódź,Polska,Standard,126
K000767,Tomasz,Wójcik,user767@example.com,2023-02-22 21:18:33.513513512,Łódź,Polska,Standard,126
K000768,Magdalena,Dąbrowski,user768@example.com,2023-02-23 10:24:08.648648648,Kraków,Polska,Standard,125
K000769,Maria,Nowak,user769@example.com,2023-02-23 23:29:43.783783784,Kraków,Polska,Premium,125
K000770,Jan,Nowak,user770@example.com,2023-02-24 12:35:18.918918920,Łódź,Polska,Standard,124
K000771,Tomasz,Lewandowski,user771@example.com,2023-02-25 01:40:54.054054056,Warszawa,Polska,Standard,123
K000772,Tomasz,Lewandowski,user772@example.com,2023-02-25 14:46:29.189189184,Gdańsk,Polska,Standard,123
K000773,Jan,Nowak,user773@example.com,2023-02-26 03:52:04.324324320,Wrocław,Polska,Standard,122
K000774,Maria,Kamiński,user774@example.com,2023-02-26 16:57:39.459459456,Kraków,Polska,Standard,122
K000775,Anna,Lewandowski,user775@example.com,2023-02-27 06:03:14.594594592,Kraków,Polska,Standard,121
K000776,Tomasz,Wiśniewski,user776@example.com,2023-02-27 19:08:49.729729728,Łódź,Polska,Standard,121
K000777,Jan,Wójcik,user777@example.com,2023-02-28 08:14:24.864864864,Poznań,Polska,Standard,120
K000778,Magdalena,Nowak,user778@example.com,2023-02-28 21:20:00.000000000,Wrocław,Polska,Standard,120
K000779,Magdalena,Lewandowski,user779@example.com,2023-03-01 10:25:35.135135136,Wrocław,Polska,Standard,119
K000780,Piotr,Nowak,user780@example.com,2023-03-01 23:31:10.270270272,Kraków,Polska,Standard,119
K000781,Jan,Dąbrowski,user781@example.com,2023-03-02 12:36:45.405405400,Warszawa,Polska,Standard,118
K000782,Piotr,Kowalski,user782@example.com,2023-03-03 01:42:20.540540536,Poznań,Polska,Standard,117
K000783,Magdalena,Wójcik,user783@example.com,2023-03-03 14:47:55.675675672,Wrocław,Polska,VIP,117
K000784,Maria,Nowak,user784@example.com,2023-03-04 03:53:30.810810808,Kraków,Polska,Standard,116
K000785,Anna,Kowalski,user785@example.com,2023-03-04 16:59:05.945945944,Wrocław,Polska,Standard,116
K000786,Jan,Lewandowski,user786@example.com,2023-03-05 06:04:41.081081080,Szczecin,Polska,Standard,115
K000787,Michał,Kowalski,user787@example.com,2023-03-05 19:10:16.216216216,Poznań,Polska,Standard,115
K000788,Magdalena,Wójcik,user788@example.com,2023-03-06 08:15:51.351351352,Poznań,Polska,Standard,114
K000789,Magdalena,Nowak,user789@example.com,2023-03-06 21:21:26.486486488,Szczecin,Polska,Standard,114
K000790,Michał,Dąbrowski,user790@example.com,2023-03-07 10:27:01.621621616,Gdańsk,Polska,VIP,113
K000791,Katarzyna,Kamiński,user791@example.com,2023-03-07 23:32:36.756756752,Szczecin,Polska,Standard,113
K000792,Magdalena,Lewandowski,user792@example.com,2023-03-08 12:38:11.891891888,Łódź,Polska,Standard,112
K000793,Tomasz,Nowak,user793@example.com,2023-03-09 01:43:47.027027024,Łódź,Polska,Standard,111
K000794,Maria,Wójcik,user794@example.com,2023-03-09 14:49:22.162162160,Kraków,Polska,Standard,111
K000795,Jan,Lewandowski,user795@example.com,2023-03-10 03:54:57.297297296,Poznań,Polska,Standard,110
K000796,Michał,Wiśniewski,user796@example.com,2023-03-10 17:00:32.432432432,Gdańsk,Polska,Standard,110
K000797,Tomasz,Kowalski,user797@example.com,2023-03-11 06:06:07.567567568,Gdańsk,Polska,Premium,109
K000798,Michał,Kamiński,user798@example.com,2023-03-11 19:11:42.702702704,Wrocław,Polska,Standard,109
K000799,Jan,Wójcik,user799@example.com,2023-03-12 08:17:17.837837832,Wrocław,Polska,Standard,108
K000800,Piotr,Wiśniewski,user800@example.com,2023-03-12 21:22:52.972972968,Szczecin,Polska,VIP,108
K000801,Jan,Nowak,user801@example.com,2023-03-13 10:28:28.108108104,Gdańsk,Polska,Standard,107
K000802,Katarzyna,Dąbrowski,user802@example.com,2023-03-13 23:34:03.243243240,Szczecin,Polska,VIP,107
K000803,Jan,Lewandowski,user803@example.com,2023-03-14 12:39:38.378378376,Szczecin,Polska,Standard,106
K000804,Jan,Kowalski,user804@example.com,2023-03-15 01:45:13.513513512,Wrocław,Polska,Premium,105
K000805,Katarzyna,Lewandowski,user805@example.com,2023-03-15 14:50:48.648648648,Poznań,Polska,Standard,105
K000806,Maria,Kamiński,user806@example.com,2023-03-16 03:56:23.783783784,Szczecin,Polska,Premium,104
K000807,Magdalena,Nowak,user807@example.com,2023-03-16 17:01:58.918918920,Warszawa,Polska,VIP,104
K000808,Jan,Lewandowski,user808@example.com,2023-03-17 06:07:34.054054056,Poznań,Polska,Standard,103
K000809,Katarzyna,Kowalski,user809@example.com,2023-03-17 19:13:09.189189184,Gdańsk,Polska,VIP,103
K000810,Tomasz,Nowak,user810@example.com,2023-03-18 08:18:44.324324320,Gdańsk,Polska,Standard,102
K000811,Piotr,Lewandowski,user811@example.com,2023-03-18 21:24:19.459459456,Szczecin,Polska,Standard,102
K000812,Piotr,Dąbrowski,user812@example.com,2023-03-19 10:29:54.594594592,Poznań,Polska,Standard,101
K000813,Jan,Wójcik,user813@example.com,2023-03-19 23:35:29.729729728,Wrocław,Polska,Standard,101
K000814,Maria,Nowak,user814@example.com,2023-03-20 12:41:04.864864864,Wrocław,Polska,Standard,100
K000815,Maria,Wójcik,user815@example.com,2023-03-21 01:46:40.000000000,Łódź,Polska,Standard,99
K000816,Tomasz,Nowak,user816@example.com,2023-03-21 14:52:15.135135136,Gdańsk,Polska,Standard,99
K000817,Jan,Dąbrowski,user817@example.com,2023-03-22 03:57:50.270270272,Kraków,Polska,Premium,98
K000818,Piotr,Wójcik,user818@example.com,2023-03-22 17:03:25.405405400,Łódź,Polska,Premium,98
K000819,Maria,Wiśniewski,user819@example.com,2023-03-23 06:09:00.540540536,Wrocław,Polska,Standard,97
K000820,Jan,Kowalski,user820@example.com,2023-03-23 19:14:35.675675672,Poznań,Polska,Standard,97
K000821,Michał,Wiśniewski,user821@example.com,2023-03-24 08:20:10.810810808,Wrocław,Polska,Standard,96
K000822,Maria,Lewandowski,user822@example.com,2023-03-24 21:25:45.945945944,Poznań,Polska,Standard,96
K000823,Katarzyna,Dąbrowski,user823@example.com,2023-03-25 10:31:21.081081080,Łódź,Polska,Standard,95
K000824,Michał,Wiśniewski,user824@example.com,2023-03-25 23:36:56.216216216,Gdańsk,Polska,Standard,95
K000825,Magdalena,Nowak,user825@example.com,2023-03-26 12:42:31.351351352,Wrocław,Polska,Standard,94
K000826,Maria,Lewandowski,user826@example.com,2023-03-27 01:48:06.486486488,Szczecin,Polska,VIP,93
K000827,Piotr,Lewandowski,user827@example.com,2023-03-27 14:53:41.621621616,Poznań,Polska,Standard,93
K000828,Anna,Wiśniewski,user828@example.com,2023-03-28 03:59:16.756756752,Gdańsk,Polska,Standard,92
K000829,Michał,Wiśniewski,user829@example.com,2023-03-28 17:04:51.891891888,Kraków,Polska,Standard,92
K000830,Magdalena,Dąbrowski,user830@example.com,2023-03-29 06:10:27.027027024,Poznań,Polska,Standard,91
K000831,Tomasz,Kowalski,user831@example.com,2023-03-29 19:16:02.162162160,Łódź,Polska,Standard,91
K000832,Tomasz,Wiśniewski,user832@example.com,2023-03-30 08:21:37.297297296,Kraków,Polska,Standard,90
K000833,Piotr,Kamiński,user833@example.com,2023-03-30 21:27:12.432432432,Kraków,Polska,Standard,90
K000834,Maria,Wiśniewski,user834@example.com,2023-03-31 10:32:47.567567568,Warszawa,Polska,Standard,89
K000835,Jan,Wójcik,user835@example.com,2023-03-31 23:38:22.702702704,Wrocław,Polska,VIP,89
K000836,Maria,Nowak,user836@example.com,2023-04-01 12:43:57.837837832,Poznań,Polska,Premium,88
K000837,Piotr,Kamiński,user837@example.com,2023-04-02 01:49:32.972972968,Kraków,Polska,Standard,87
K000838,Tomasz,Kamiński,user838@example.com,2023-04-02 14:55:08.108108104,Warszawa,Polska,Standard,87
K000839,Maria,Wójcik,user839@example.com,2023-04-03 04:00:43.243243240,Łódź,Polska,Standard,86
K000840,Tomasz,Wójcik,user840@example.com,2023-04-03 17:06:18.378378376,Gdańsk,Polska,Standard,86
K000841,Michał,Lewandowski,user841@example.com,2023-04-04 06:11:53.513513512,Szczecin,Polska,Standard,85
K000842,Magdalena,Kowalski,user842@example.com,2023-04-04 19:17:28.648648648,Szczecin,Polska,Standard,85
K000843,Jan,Nowak,user843@example.com,2023-04-05 08:23:03.783783784,Poznań,Polska,Standard,84
K000844,Michał,Dąbrowski,user844@example.com,2023-04-05 21:28:38.918918920,Kraków,Polska,Standard,84
K000845,Tomasz,Kamiński,user845@example.com,2023-04-06 10:34:14.054054056,Szczecin,Polska,Standard,83
K000846,Tomasz,Dąbrowski,user846@example.com,2023-04-06 23:39:49.189189184,Wrocław,Polska,VIP,83
K000847,Anna,Wiśniewski,user847@example.com,2023-04-07 12:45:24.324324320,Szczecin,Polska,VIP,82
K000848,Anna,Wiśniewski,user848@example.com,2023-04-08 01:50:59.459459456,Szczecin,Polska,Premium,81
K000849,Michał,Dąbrowski,user849@example.com,2023-04-08 14:56:34.594594592,Szczecin,Polska,Standard,81
K000850,Katarzyna,Wiśniewski,user850@example.com,2023-04-09 04:02:09.729729728,Warszawa,Polska,Premium,80
K000851,Michał,Kowalski,user851@example.com,2023-04-09 17:07:44.864864864,Kraków,Polska,Standard,80
K000852,Anna,Wójcik,user852@example.com,2023-04-10 06:13:20.000000000,Wrocław,Polska,Premium,79
K000853,Tomasz,Wiśniewski,user853@example.com,2023-04-10 19:18:55.135135136,Kraków,Polska,Standard,79
K000854,Piotr,Lewandowski,user854@example.com,2023-04-11 08:24:30.270270272,Poznań,Polska,Premium,78
K000855,Michał,Wiśniewski,user855@example.com,2023-04-11 21:30:05.405405400,Poznań,Polska,Standard,78
K000856,Tomasz,Nowak,user856@example.com,2023-04-12 10:35:40.540540536,Poznań,Polska,Premium,77
K000857,Piotr,Kowalski,user857@example.com,2023-04-12 23:41:15.675675672,Łódź,Polska,VIP,77
K000858,Piotr,Nowak,user858@example.com,2023-04-13 12:46:50.810810808,Szczecin,Polska,Standard,76
K000859,Anna,Nowak,user859@example.com,2023-04-14 01:52:25.945945944,Łódź,Polska,Standard,75
K000860,Michał,Lewandowski,user860@example.com,2023-04-14 14:58:01.081081080,Warszawa,Polska,VIP,75
K000861,Maria,Kowalski,user861@example.com,2023-04-15 04:03:36.216216216,Poznań,Polska,Standard,74
K000862,Jan,Kowalski,user862@example.com,2023-04-15 17:09:11.351351352,Wrocław,Polska,Premium,74
K000863,Anna,Kowalski,user863@example.com,2023-04-16 06:14:46.486486488,Kraków,Polska,Standard,73
K000864,Anna,Kowalski,user864@example.com,2023-04-16 19:20:21.621621616,Szczecin,Polska,Standard,73
K000865,Maria,Kowalski,user865@example.com,2023-04-17 08:25:56.756756752,Gdańsk,Polska,Standard,72
K000866,Jan,Lewandowski,user866@example.com,2023-04-17 21:31:31.891891888,Wrocław,Polska,Standard,72
K000867,Tomasz,Wiśniewski,user867@example.com,2023-04-18 10:37:07.027027024,Szczecin,Polska,Premium,71
K000868,Katarzyna,Nowak,user868@example.com,2023-04-18 23:42:42.162162160,Łódź,Polska,Standard,71
K000869,Michał,Kowalski,user869@example.com,2023-04-19 12:48:17.297297296,Łódź,Polska,Standard,70
K000870,Katarzyna,Kamiński,user870@example.com,2023-04-20 01:53:52.432432432,Wrocław,Polska,Standard,69
K000871,Tomasz,Wiśniewski,user871@example.com,2023-04-20 14:59:27.567567568,Łódź,Polska,Standard,69
K000872,Magdalena,Wiśniewski,user872@example.com,2023-04-21 04:05:02.702702704,Poznań,Polska,Premium,68
K000873,Anna,Nowak,user873@example.com,2023-04-21 17:10:37.837837832,Warszawa,Polska,VIP,68
K000874,Jan,Lewandowski,user874@example.com,2023-04-22 06:16:12.972972968,Kraków,Polska,Standard,67
K000875,Anna,Dąbrowski,user875@example.com,2023-04-22 19:21:48.108108104,Warszawa,Polska,Premium,67
K000876,Piotr,Dąbrowski,user876@example.com,2023-04-23 08:27:23.243243240,Szczecin,Polska,Premium,66
K000877,Anna,Wiśniewski,user877@example.com,2023-04-23 21:32:58.378378376,Kraków,Polska,Standard,66
K000878,Anna,Wójcik,user878@example.com,2023-04-24 10:38:33.513513512,Kraków,Polska,VIP,65
K000879,Tomasz,Wójcik,user879@example.com,2023-04-24 23:44:08.648648648,Warszawa,Polska,Standard,65
K000880,Tomasz,Nowak,user880@example.com,2023-04-25 12:49:43.783783784,Wrocław,Polska,Standard,64
K000881,Tomasz,Dąbrowski,user881@example.com,2023-04-26 01:55:18.918918920,Kraków,Polska,Premium,63
K000882,Katarzyna,Wiśniewski,user882@example.com,2023-04-26 15:00:54.054054056,Warszawa,Polska,Standard,63
K000883,Piotr,Lewandowski,user883@example.com,2023-04-27 04:06:29.189189184,Kraków,Polska,Premium,62
K000884,Magdalena,Dąbrowski,user884@example.com,2023-04-27 17:12:04.324324320,Gdańsk,Polska,Premium,62
K000885,Magdalena,Wiśniewski,user885@example.com,2023-04-28 06:17:39.459459456,Wrocław,Polska,Standard,61
K000886,Tomasz,Wiśniewski,user886@example.com,2023-04-28 19:23:14.594594592,Poznań,Polska,Premium,61
K000887,Jan,Kowalski,user887@example.com,2023-04-29 08:28:49.729729728,Kraków,Polska,Standard,60
K000888,Katarzyna,Lewandowski,user888@example.com,2023-04-29 21:34:24.864864864,Gdańsk,Polska,Standard,60
K000889,Maria,Kowalski,user889@example.com,2023-04-30 10:40:00.000000000,Poznań,Polska,Standard,59
K000890,Jan,Nowak,user890@example.com,2023-04-30 23:45:35.135135136,Poznań,Polska,VIP,59
K000891,Michał,Kowalski,user891@example.com,2023-05-01 12:51:10.270270272,Szczecin,Polska,Standard,58
K000892,Michał,Kamiński,user892@example.com,2023-05-02 01:56:45.405405400,Kraków,Polska,Standard,57
K000893,Jan,Kowalski,user893@example.com,2023-05-02 15:02:20.540540536,Warszawa,Polska,Standard,57
K000894,Tomasz,Kamiński,user894@example.com,2023-05-03 04:07:55.675675672,Kraków,Polska,Premium,56
K000895,Maria,Dąbrowski,user895@example.com,2023-05-03 17:13:30.810810808,Gdańsk,Polska,Standard,56
K000896,Maria,Wójcik,user896@example.com,2023-05-04 06:19:05.945945944,Poznań,Polska,Standard,55
K000897,Katarzyna,Wiśniewski,user897@example.com,2023-05-04 19:24:41.081081080,Kraków,Polska,Standard,55
K000898,Maria,Kamiński,user898@example.com,2023-05-05 08:30:16.216216216,Warszawa,Polska,Standard,54
K000899,Michał,Lewandowski,user899@example.com,2023-05-05 21:35:51.351351352,Szczecin,Polska,Premium,54
K000900,Piotr,Kowalski,user900@example.com,2023-05-06 10:41:26.486486488,Kraków,Polska,Standard,53
K000901,Tomasz,Kamiński,user901@example.com,2023-05-06 23:47:01.621621616,Wrocław,Polska,Standard,53
K000902,Maria,Lewandowski,user902@example.com,2023-05-07 12:52:36.756756752,Szczecin,Polska,VIP,52
K000903,Katarzyna,Wójcik,user903@example.com,2023-05-08 01:58:11.891891888,Warszawa,Polska,Standard,51
K000904,Michał,Wójcik,user904@example.com,2023-05-08 15:03:47.027027024,Gdańsk,Polska,VIP,51
K000905,Piotr,Kowalski,user905@example.com,2023-05-09 04:09:22.162162160,Poznań,Polska,Standard,50
K000906,Anna,Nowak,user906@example.com,2023-05-09 17:14:57.297297296,Kraków,Polska,Premium,50
K000907,Anna,Kowalski,user907@example.com,2023-05-10 06:20:32.432432432,Warszawa,Polska,Standard,49
K000908,Piotr,Dąbrowski,user908@example.com,2023-05-10 19:26:07.567567568,Szczecin,Polska,Standard,49
K000909,Michał,Kamiński,user909@example.com,2023-05-11 08:31:42.702702704,Wrocław,Polska,Premium,48
K000910,Katarzyna,Wiśniewski,user910@example.com,2023-05-11 21:37:17.837837832,Warszawa,Polska,Premium,48
K000911,Piotr,Nowak,user911@example.com,2023-05-12 10:42:52.972972968,Łódź,Polska,Premium,47
K000912,Tomasz,Kowalski,user912@example.com,2023-05-12 23:48:28.108108104,Wrocław,Polska,Standard,47
K000913,Tomasz,Lewandowski,user913@example.com,2023-05-13 12:54:03.243243240,Szczecin,Polska,Premium,46
K000914,Anna,Nowak,user914@example.com,2023-05-14 01:59:38.378378376,Gdańsk,Polska,Premium,45
K000915,Maria,Kamiński,user915@example.com,2023-05-14 15:05:13.513513512,Poznań,Polska,Standard,45
K000916,Katarzyna,Nowak,user916@example.com,2023-05-15 04:10:48.648648648,Szczecin,Polska,Premium,44
K000917,Anna,Kamiński,user917@example.com,2023-05-15 17:16:23.783783784,Gdańsk,Polska,Premium,44
K000918,Maria,Kowalski,user918@example.com,2023-05-16 06:21:58.918918920,Kraków,Polska,Standard,43
K000919,Maria,Kamiński,user919@example.com,2023-05-16 19:27:34.054054048,Warszawa,Polska,Standard,43
K000920,Magdalena,Nowak,user920@example.com,2023-05-17 08:33:09.189189184,Łódź,Polska,Standard,42
K000921,Tomasz,Lewandowski,user921@example.com,2023-05-17 21:38:44.324324320,Wrocław,Polska,Standard,42
K000922,Michał,Wójcik,user922@example.com,2023-05-18 10:44:19.459459456,Wrocław,Polska,Standard,41
K000923,Jan,Nowak,user923@example.com,2023-05-18 23:49:54.594594592,Warszawa,Polska,Standard,41
K000924,Michał,Kamiński,user924@example.com,2023-05-19 12:55:29.729729728,Łódź,Polska,Standard,40
K000925,Jan,Wójcik,user925@example.com,2023-05-20 02:01:04.864864864,Warszawa,Polska,Standard,39
K000926,Piotr,Kamiński,user926@example.com,2023-05-20 15:06:40.000000000,Kraków,Polska,Standard,39
K000927,Tomasz,Lewandowski,user927@example.com,2023-05-21 04:12:15.135135136,Gdańsk,Polska,Premium,38
K000928,Maria,Kamiński,user928@example.com,2023-05-21 17:17:50.270270272,Szczecin,Polska,VIP,38
K000929,Katarzyna,Kowalski,user929@example.com,2023-05-22 06:23:25.405405400,Wrocław,Polska,Standard,37
K000930,Jan,Wiśniewski,user930@example.com,2023-05-22 19:29:00.540540536,Kraków,Polska,VIP,37
K000931,Michał,Nowak,user931@example.com,2023-05-23 08:34:35.675675672,Gdańsk,Polska,Standard,36
K000932,Maria,Wiśniewski,user932@example.com,2023-05-23 21:40:10.810810808,Kraków,Polska,Standard,36
K000933,Jan,Kamiński,user933@example.com,2023-05-24 10:45:45.945945944,Łódź,Polska,Standard,35
K000934,Jan,Lewandowski,user934@example.com,2023-05-24 23:51:21.081081080,Wrocław,Polska,Standard,35
K000935,Magdalena,Nowak,user935@example.com,2023-05-25 12:56:56.216216216,Szczecin,Polska,Premium,34
K000936,Jan,Kamiński,user936@example.com,2023-05-26 02:02:31.351351352,Warszawa,Polska,Premium,33
K000937,Katarzyna,Wójcik,user937@example.com,2023-05-26 15:08:06.486486488,Warszawa,Polska,Standard,33
K000938,Tomasz,Dąbrowski,user938@example.com,2023-05-27 04:13:41.621621616,Gdańsk,Polska,Standard,32
K000939,Katarzyna,Kamiński,user939@example.com,2023-05-27 17:19:16.756756752,Szczecin,Polska,Standard,32
K000940,Anna,Wiśniewski,user940@example.com,2023-05-28 06:24:51.891891888,Poznań,Polska,Standard,31
K000941,Maria,Nowak,user941@example.com,2023-05-28 19:30:27.027027024,Łódź,Polska,Standard,31
K000942,Tomasz,Wiśniewski,user942@example.com,2023-05-29 08:36:02.162162160,Gdańsk,Polska,Standard,30
K000943,Magdalena,Nowak,user943@example.com,2023-05-29 21:41:37.297297296,Poznań,Polska,Premium,30
K000944,Tomasz,Kamiński,user944@example.com,2023-05-30 10:47:12.432432432,Kraków,Polska,VIP,29
K000945,Tomasz,Kowalski,user945@example.com,2023-05-30 23:52:47.567567568,Łódź,Polska,Standard,29
K000946,Michał,Wójcik,user946@example.com,2023-05-31 12:58:22.702702704,Kraków,Polska,VIP,28
K000947,Tomasz,Kamiński,user947@example.com,2023-06-01 02:03:57.837837832,Szczecin,Polska,Standard,27
K000948,Magdalena,Wiśniewski,user948@example.com,2023-06-01 15:09:32.972972968,Wrocław,Polska,Standard,27
K000949,Katarzyna,Dąbrowski,user949@example.com,2023-06-02 04:15:08.108108104,Łódź,Polska,Standard,26
K000950,Tomasz,Dąbrowski,user950@example.com,2023-06-02 17:20:43.243243240,Poznań,Polska,Standard,26
K000951,Piotr,Lewandowski,user951@example.com,2023-06-03 06:26:18.378378376,Wrocław,Polska,VIP,25
K000952,Maria,Nowak,user952@example.com,2023-06-03 19:31:53.513513512,Warszawa,Polska,Standard,25
K000953,Tomasz,Wiśniewski,user953@example.com,2023-06-04 08:37:28.648648648,Poznań,Polska,Standard,24
K000954,Maria,Lewandowski,user954@example.com,2023-06-04 21:43:03.783783784,Gdańsk,Polska,Standard,24
K000955,Piotr,Wiśniewski,user955@example.com,2023-06-05 10:48:38.918918920,Warszawa,Polska,Standard,23
K000956,Piotr,Nowak,user956@example.com,2023-06-05 23:54:14.054054048,Warszawa,Polska,Premium,23
K000957,Maria,Kamiński,user957@example.com,2023-06-06 12:59:49.189189184,Gdańsk,Polska,Standard,22
K000958,Jan,Kamiński,user958@example.com,2023-06-07 02:05:24.324324320,Łódź,Polska,Standard,21
K000959,Anna,Dąbrowski,user959@example.com,2023-06-07 15:10:59.459459456,Warszawa,Polska,Standard,21
K000960,Michał,Kamiński,user960@example.com,2023-06-08 04:16:34.594594592,Szczecin,Polska,Standard,20
K000961,Jan,Kamiński,user961@example.com,2023-06-08 17:22:09.729729728,Poznań,Polska,Standard,20
K000962,Jan,Kowalski,user962@example.com,2023-06-09 06:27:44.864864864,Wrocław,Polska,Standard,19
K000963,Katarzyna,Dąbrowski,user963@example.com,2023-06-09 19:33:20.000000000,Warszawa,Polska,Standard,19
K000964,Michał,Lewandowski,user964@example.com,2023-06-10 08:38:55.135135136,Poznań,Polska,Premium,18
K000965,Michał,Wójcik,user965@example.com,2023-06-10 21:44:30.270270272,Kraków,Polska,Premium,18
K000966,Jan,Kowalski,user966@example.com,2023-06-11 10:50:05.405405400,Poznań,Polska,Premium,17
K000967,Tomasz,Lewandowski,user967@example.com,2023-06-11 23:55:40.540540536,Wrocław,Polska,Standard,17
K000968,Katarzyna,Nowak,user968@example.com,2023-06-12 13:01:15.675675672,Poznań,Polska,Standard,16
K000969,Katarzyna,Kowalski,user969@example.com,2023-06-13 02:06:50.810810808,Gdańsk,Polska,Standard,15
K000970,Piotr,Lewandowski,user970@example.com,2023-06-13 15:12:25.945945944,Wrocław,Polska,Premium,15
K000971,Magdalena,Nowak,user971@example.com,2023-06-14 04:18:01.081081080,Łódź,Polska,Standard,14
K000972,Michał,Dąbrowski,user972@example.com,2023-06-14 17:23:36.216216216,Kraków,Polska,Standard,14
K000973,Jan,Wójcik,user973@example.com,2023-06-15 06:29:11.351351352,Gdańsk,Polska,Standard,13
K000974,Piotr,Nowak,user974@example.com,2023-06-15 19:34:46.486486488,Łódź,Polska,Standard,13
K000975,Maria,Kamiński,user975@example.com,2023-06-16 08:40:21.621621616,Poznań,Polska,Standard,12
K000976,Anna,Wiśniewski,user976@example.com,2023-06-16 21:45:56.756756752,Wrocław,Polska,Standard,12
K000977,Magdalena,Nowak,user977@example.com,2023-06-17 10:51:31.891891888,Kraków,Polska,Premium,11
K000978,Magdalena,Nowak,user978@example.com,2023-06-17 23:57:07.027027024,Gdańsk,Polska,Standard,11
K000979,Magdalena,Wójcik,user979@example.com,2023-06-18 13:02:42.162162160,Łódź,Polska,Standard,10
K000980,Katarzyna,Wiśniewski,user980@example.com,2023-06-19 02:08:17.297297296,Łódź,Polska,Standard,9
K000981,Maria,Kamiński,user981@example.com,2023-06-19 15:13:52.432432432,Kraków,Polska,Standard,9
K000982,Magdalena,Lewandowski,user982@example.com,2023-06-20 04:19:27.567567568,Szczecin,Polska,Standard,8
K000983,Maria,Lewandowski,user983@example.com,2023-06-20 17:25:02.702702704,Poznań,Polska,Premium,8
K000984,Tomasz,Nowak,user984@example.com,2023-06-21 06:30:37.837837832,Kraków,Polska,Standard,7
K000985,Magdalena,Wiśniewski,user985@example.com,2023-06-21 19:36:12.972972968,Łódź,Polska,Premium,7
K000986,Anna,Wiśniewski,user986@example.com,2023-06-22 08:41:48.108108104,Warszawa,Polska,Standard,6
K000987,Maria,Kamiński,user987@example.com,2023-06-22 21:47:23.243243240,Gdańsk,Polska,Standard,6
K000988,Maria,Wójcik,user988@example.com,2023-06-23 10:52:58.378378376,Kraków,Polska,Premium,5
K000989,Anna,Dąbrowski,user989@example.com,2023-06-23 23:58:33.513513512,Szczecin,Polska,Standard,5
K000990,Magdalena,Lewandowski,user990@example.com,2023-06-24 13:04:08.648648648,Łódź,Polska,Standard,4
K000991,Anna,Wójcik,user991@example.com,2023-06-25 02:09:43.783783784,Poznań,Polska,Standard,3
K000992,Maria,Kowalski,user992@example.com,2023-06-25 15:15:18.918918920,Łódź,Polska,Standard,3
K000993,Anna,Lewandowski,user993@example.com,2023-06-26 04:20:54.054054048,Poznań,Polska,Premium,2
K000994,Maria,Wójcik,user994@example.com,2023-06-26 17:26:29.189189184,Kraków,Polska,Standard,2
K000995,Maria,Lewandowski,user995@example.com,2023-06-27 06:32:04.324324320,Poznań,Polska,Premium,1
K000996,Tomasz,Dąbrowski,user996@example.com,2023-06-27 19:37:39.459459456,Wrocław,Polska,Premium,1
K000997,Jan,Kowalski,user997@example.com,2023-06-28 08:43:14.594594592,Wrocław,Polska,Standard,0
K000998,Maria,Dąbrowski,user998@example.com,2023-06-28 21:48:49.729729728,Wrocław,Polska,VIP,0
K000999,Magdalena,Kamiński,user999@example.com,2023-06-29 10:54:24.864864864,Szczecin,Polska,Standard,-1
K001000,Piotr,Kowalski,user1000@example.com,2023-06-30 00:00:00.000000000,Szczecin,Polska,VIP,-1
